
Histogram for surgery.txt:
"diabetic" appears 1 times
"sunstroke" appears 1 times
"drunkenness" appears 1 times
"smells" appears 1 times
"intoxicated" appears 1 times
"drink" appears 1 times
"reviving" appears 1 times
"incidentally" appears 1 times
"discovery" appears 1 times
"narcotic" appears 1 times
"apoplectic" appears 1 times
"diabetes" appears 1 times
"conform" appears 1 times
"listless" appears 1 times
"apathetic" appears 1 times
"bearings" appears 1 times
"purgation" appears 1 times
"spinosum" appears 1 times
"hydraulic" appears 1 times
"characteristics" appears 1 times
"home" appears 1 times
"imperatively" appears 1 times
"lister" appears 1 times
"corpuscles" appears 1 times
"obviate" appears 1 times
"warmth" appears 1 times
"sabre" appears 1 times
"hatchet" appears 1 times
"slice" appears 1 times
"dagger" appears 1 times
"wad" appears 1 times
"self" appears 1 times
"epilepticus" appears 1 times
"interpose" appears 1 times
"mean" appears 1 times
"bearable" appears 1 times
"lowered" appears 1 times
"overshadows" appears 1 times
"unimportant" appears 1 times
"crashes" appears 1 times
"disintegrating" appears 1 times
"splintering" appears 1 times
"batten" appears 1 times
"diffusion" appears 1 times
"strikes" appears 1 times
"pavement" appears 1 times
"incorrectly" appears 1 times
"explosive" appears 1 times
"hydro" appears 1 times
"dynamic" appears 1 times
"wind" appears 1 times
"tables" appears 1 times
"oozes" appears 1 times
"tuft" appears 1 times
"sprung" appears 1 times
"gloved" appears 1 times
"cask" appears 1 times
"purification" appears 1 times
"harvey" appears 1 times
"littlejohn" appears 1 times
"nicoll" appears 1 times
"smashing" appears 1 times
"coagulum" appears 1 times
"righted" appears 1 times
"anticipate" appears 1 times
"tilmanns" appears 1 times
"ensuing" appears 1 times
"messerer" appears 1 times
"elucidate" appears 1 times
"diagonal" appears 1 times
"wing" appears 1 times
"sodium" appears 1 times
"fan" appears 1 times
"pathetic" appears 1 times
"coloured" appears 1 times
"lighter" appears 1 times
"soak" appears 1 times
"journal" appears 1 times
"conjecture" appears 1 times
"hopeful" appears 1 times
"wagner" appears 1 times
"quen" appears 1 times
"staphylococcus" appears 1 times
"aureus" appears 1 times
"streptococcus" appears 1 times
"pneumococcus" appears 1 times
"tidus" appears 1 times
"pyocyaneus" appears 1 times
"road" appears 1 times
"lapse" appears 1 times
"utters" appears 1 times
"cry" appears 1 times
"squinting" appears 1 times
"laboured" appears 1 times
"purify" appears 1 times
"purgatives" appears 1 times
"sporadically" appears 1 times
"sporadic" appears 1 times
"discovering" appears 1 times
"flexner" appears 1 times
"greenish" appears 1 times
"ounces" appears 1 times
"milky" appears 1 times
"cutis" appears 1 times
"anserina" appears 1 times
"answers" appears 1 times
"obstinately" appears 1 times
"ability" appears 1 times
"cloudy" appears 1 times
"meaningless" appears 1 times
"smile" appears 1 times
"lit" appears 1 times
"slower" appears 1 times
"observe" appears 1 times
"squint" appears 1 times
"hurried" appears 1 times
"thrombotic" appears 1 times
"ordinate" appears 1 times
"reels" appears 1 times
"syllabic" appears 1 times
"jerky" appears 1 times
"vigorously" appears 1 times
"ehrenvooth" appears 1 times
"bronchiectasis" appears 1 times
"adheres" appears 1 times
"emboli" appears 1 times
"perspiration" appears 1 times
"remittent" appears 1 times
"thready" appears 1 times
"remissions" appears 1 times
"relegate" appears 1 times
"les" appears 1 times
"rash" appears 1 times
"coexistence" appears 1 times
"assert" appears 1 times
"clearing" appears 1 times
"pathognomonic" appears 1 times
"tubercles" appears 1 times
"mono" appears 1 times
"nuclear" appears 1 times
"hen" appears 1 times
"solitary" appears 1 times
"peduncular" appears 1 times
"variability" appears 1 times
"vesicle" appears 1 times
"mesoblastic" appears 1 times
"encephaloceles" appears 1 times
"inconsistent" appears 1 times
"reducible" appears 1 times
"ependyma" appears 1 times
"outflow" appears 1 times
"galen" appears 1 times
"pent" appears 1 times
"distends" appears 1 times
"thinned" appears 1 times
"unaffected" appears 1 times
"enormous" appears 1 times
"surmounts" appears 1 times
"puny" appears 1 times
"preternaturally" appears 1 times
"helplessly" appears 1 times
"moans" appears 1 times
"hydrocephalic" appears 1 times
"parkin" appears 1 times
"blind" appears 1 times
"futile" appears 1 times
"distinctively" appears 1 times
"parasitic" appears 1 times
"unfortunate" appears 1 times
"gliomatous" appears 1 times
"irremovable" appears 1 times
"deterioration" appears 1 times
"aura" appears 1 times
"percussing" appears 1 times
"perception" appears 1 times
"pitched" appears 1 times
"crowding" appears 1 times
"guess" appears 1 times
"wassermann" appears 1 times
"enucleated" appears 1 times
"arsenical" appears 1 times
"salvarsan" appears 1 times
"lends" appears 1 times
"ameliorated" appears 1 times
"phenacetin" appears 1 times
"caffein" appears 1 times
"infantilism" appears 1 times
"deposition" appears 1 times
"decrease" appears 1 times
"amenorrh" appears 1 times
"drowsiness" appears 1 times
"strangulated" appears 1 times
"counteracting" appears 1 times
"returning" appears 1 times
"picked" appears 1 times
"comprising" appears 1 times
"hole" appears 1 times
"shield" appears 1 times
"invading" appears 1 times
"impairing" appears 1 times
"severance" appears 1 times
"fields" appears 1 times
"opthalmoplegia" appears 1 times
"conjunctivitis" appears 1 times
"aqueductus" appears 1 times
"fallopii" appears 1 times
"aqueduct" appears 1 times
"wrinkles" appears 1 times
"smiles" appears 1 times
"droops" appears 1 times
"wink" appears 1 times
"smoothness" appears 1 times
"edwin" appears 1 times
"promoted" appears 1 times
"sherren" appears 1 times
"grafted" appears 1 times
"oculi" appears 1 times
"palpebrarum" appears 1 times
"inhibition" appears 1 times
"aryt" appears 1 times
"noid" appears 1 times
"crowing" appears 1 times
"heavily" appears 1 times
"canalis" appears 1 times
"hypoglossi" appears 1 times
"anidrosis" appears 1 times
"sweating" appears 1 times
"disinfection" appears 1 times
"worm" appears 1 times
"encroached" appears 1 times
"fungated" appears 1 times
"discrete" appears 1 times
"veretebral" appears 1 times
"casement" appears 1 times
"prominens" appears 1 times
"enveloping" appears 1 times
"filum" appears 1 times
"terminale" appears 1 times
"numerically" appears 1 times
"counted" appears 1 times
"chipault" appears 1 times
"headings" appears 1 times
"contrasted" appears 1 times
"governor" appears 1 times
"viceroyalties" appears 1 times
"adopting" appears 1 times
"trickle" appears 1 times
"cornua" appears 1 times
"evanescent" appears 1 times
"pupill" appears 1 times
"marred" appears 1 times
"invariable" appears 1 times
"modern" appears 1 times
"rifle" appears 1 times
"custard" appears 1 times
"makins" appears 1 times
"stevenson" appears 1 times
"vibratory" appears 1 times
"analysis" appears 1 times
"indispensable" appears 1 times
"cavernosum" appears 1 times
"erection" appears 1 times
"phrenic" appears 1 times
"recession" appears 1 times
"hiccup" appears 1 times
"omen" appears 1 times
"gaseous" appears 1 times
"forearms" appears 1 times
"interspace" appears 1 times
"diaphragmatic" appears 1 times
"gathers" appears 1 times
"expel" appears 1 times
"flatus" appears 1 times
"meteorism" appears 1 times
"micturition" appears 1 times
"pyelo" appears 1 times
"nephritis" appears 1 times
"levatores" appears 1 times
"testes" appears 1 times
"penile" appears 1 times
"distortions" appears 1 times
"formication" appears 1 times
"babinski" appears 1 times
"response" appears 1 times
"judgment" appears 1 times
"aware" appears 1 times
"anus" appears 1 times
"sentient" appears 1 times
"engaged" appears 1 times
"courts" appears 1 times
"passengers" appears 1 times
"destination" appears 1 times
"corroborate" appears 1 times
"refute" appears 1 times
"sleepless" appears 1 times
"recall" appears 1 times
"clearness" appears 1 times
"sexual" appears 1 times
"careworn" appears 1 times
"prematurely" appears 1 times
"malingering" appears 1 times
"scrupulous" appears 1 times
"impartial" appears 1 times
"bias" appears 1 times
"litigation" appears 1 times
"pending" appears 1 times
"derives" appears 1 times
"settlement" appears 1 times
"tonic" appears 1 times
"sustains" appears 1 times
"irreparably" appears 1 times
"collision" appears 1 times
"thinks" appears 1 times
"haphazard" appears 1 times
"workmen" appears 1 times
"fell" appears 1 times
"storeys" appears 1 times
"landed" appears 1 times
"obliterate" appears 1 times
"gravely" appears 1 times
"miner" appears 1 times
"slipped" appears 1 times
"assistants" appears 1 times
"mould" appears 1 times
"avail" appears 1 times
"epistropheus" appears 1 times
"authentic" appears 1 times
"fowler" appears 1 times
"companions" appears 1 times
"bloc" appears 1 times
"compare" appears 1 times
"woolly" appears 1 times
"blurred" appears 1 times
"spacing" appears 1 times
"outlined" appears 1 times
"clonus" appears 1 times
"perversion" appears 1 times
"analgesia" appears 1 times
"emergence" appears 1 times
"demonstration" appears 1 times
"hibbs" appears 1 times
"piping" appears 1 times
"canvas" appears 1 times
"gauvain" appears 1 times
"substitutes" appears 1 times
"phelps" appears 1 times
"arrived" appears 1 times
"restraint" appears 1 times
"woollen" appears 1 times
"jersey" appears 1 times
"sayre" appears 1 times
"york" appears 1 times
"tripod" appears 1 times
"strings" appears 1 times
"armpits" appears 1 times
"papier" appears 1 times
"ch" appears 1 times
"jury" appears 1 times
"masts" appears 1 times
"collars" appears 1 times
"continental" appears 1 times
"berck" appears 1 times
"sur" appears 1 times
"mer" appears 1 times
"asperated" appears 1 times
"advocacy" appears 1 times
"cite" appears 1 times
"survival" appears 1 times
"identifiable" appears 1 times
"recrudescence" appears 1 times
"everyday" appears 1 times
"telescoped" appears 1 times
"intellectually" appears 1 times
"component" appears 1 times
"accumulating" appears 1 times
"evacuated" appears 1 times
"minerva" appears 1 times
"pick" appears 1 times
"jolting" appears 1 times
"intercostals" appears 1 times
"saphenous" appears 1 times
"impulse" appears 1 times
"spinalis" appears 1 times
"erector" appears 1 times
"spin" appears 1 times
"petit" appears 1 times
"outlet" appears 1 times
"leans" appears 1 times
"emerge" appears 1 times
"lumbago" appears 1 times
"uninfluenced" appears 1 times
"scirrhus" appears 1 times
"breast" appears 1 times
"deposits" appears 1 times
"redden" appears 1 times
"sedentary" appears 1 times
"tremors" appears 1 times
"medicinal" appears 1 times
"tuberculoma" appears 1 times
"sarcomas" appears 1 times
"shoots" appears 1 times
"decompressive" appears 1 times
"sclero" appears 1 times
"gliosis" appears 1 times
"shrunken" appears 1 times
"matting" appears 1 times
"assigned" appears 1 times
"tightness" appears 1 times
"inunction" appears 1 times
"hasten" appears 1 times
"started" appears 1 times
"cocci" appears 1 times
"sera" appears 1 times
"neutralise" appears 1 times
"organism" appears 1 times
"mesoblast" appears 1 times
"ratio" appears 1 times
"thousand" appears 1 times
"births" appears 1 times
"tenseness" appears 1 times
"palpate" appears 1 times
"viable" appears 1 times
"regeneration" appears 1 times
"tough" appears 1 times
"drags" appears 1 times
"teratoma" appears 1 times
"bigerminal" appears 1 times
"mammary" appears 1 times
"hairs" appears 1 times
"secretions" appears 1 times
"ano" appears 1 times
"peculiarity" appears 1 times
"conformation" appears 1 times
"hawkers" appears 1 times
"obese" appears 1 times
"fibroids" appears 1 times
"pregnant" appears 1 times
"eliminated" appears 1 times
"outcome" appears 1 times
"governess" appears 1 times
"agricultural" appears 1 times
"labourers" appears 1 times
"gardeners" appears 1 times
"osteitis" appears 1 times
"resumption" appears 1 times
"clearer" appears 1 times
"conception" appears 1 times
"varied" appears 1 times
"transferred" appears 1 times
"searched" appears 1 times
"names" appears 1 times
"physique" appears 1 times
"overworked" appears 1 times
"apprenticeship" appears 1 times
"garments" appears 1 times
"carelessness" appears 1 times
"aboriginal" appears 1 times
"father" appears 1 times
"daughters" appears 1 times
"violin" appears 1 times
"curvatures" appears 1 times
"convexities" appears 1 times
"minimises" appears 1 times
"disproportionately" appears 1 times
"scoliotic" appears 1 times
"attracted" appears 1 times
"herself" appears 1 times
"lounge" appears 1 times
"dressmaker" appears 1 times
"breasts" appears 1 times
"precordial" appears 1 times
"masks" appears 1 times
"write" appears 1 times
"trapeze" appears 1 times
"programme" appears 1 times
"doors" appears 1 times
"gymnasium" appears 1 times
"awkward" appears 1 times
"desk" appears 1 times
"weakly" appears 1 times
"corsets" appears 1 times
"myopic" appears 1 times
"glasses" appears 1 times
"ride" appears 1 times
"educated" appears 1 times
"regaining" appears 1 times
"endeavour" appears 1 times
"jackets" appears 1 times
"spell" appears 1 times
"regulated" appears 1 times
"sideways" appears 1 times
"repeat" appears 1 times
"rudolf" appears 1 times
"fours" appears 1 times
"crawling" appears 1 times
"imitation" appears 1 times
"neutralised" appears 1 times
"imitating" appears 1 times
"pacing" appears 1 times
"gloves" appears 1 times
"abbott" appears 1 times
"bracket" appears 1 times
"brief" appears 1 times
"prosencephalon" appears 1 times
"notochord" appears 1 times
"blend" appears 1 times
"stomatod" appears 1 times
"um" appears 1 times
"fronto" appears 1 times
"pit" appears 1 times
"spheroidal" appears 1 times
"meckel" appears 1 times
"blending" appears 1 times
"deviating" appears 1 times
"reflections" appears 1 times
"laughs" appears 1 times
"suck" appears 1 times
